id,category,subcategory,name,address,borough,zip,license_id,license_status,lat,lon,source,source_url
sla:0100-21-114049,liquor,Liquor Store,R & S 49 Liquor Corp,"92 ELIZABETH ST, NEW YORK, NY, 10013",Manhattan,10013,0100-21-114049,Active,40.71845,-73.99585,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-21-114481,liquor,Liquor Store,"Wine Gallery Inc,The","576 6TH AVENUE, NEW YORK, NY, 10011",Manhattan,10011,0100-21-114481,Active,40.73889,-73.99572,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-22-117152,liquor,Liquor Store,Sjs Nyc Inc,"741 E TREMONT AVE, BRONX, NY, 10457",Bronx,10457,0100-22-117152,Active,40.84468,-73.88965,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-21-114942,liquor,Liquor Store,Guvita Wine House Inc,"1400 NOSTRAND AVE, BROOKLYN, NY, 11226",Brooklyn,11226,0100-21-114942,Active,40.65233,-73.94974,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-23-126141,liquor,Liquor Store,Ryan Wine & Liquor Inc,"11 W 183RD ST, BRONX, NY, 10453",Bronx,10453,0100-23-126141,Active,40.85854,-73.90442,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-24-131479,liquor,Liquor Store,Sunset Wine & Spirit Inc,"4423 5th Ave, Brooklyn, NY, 11220",Brooklyn,11220,0100-24-131479,Active,40.64806,-74.00723,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-21-115844,liquor,Liquor Store,C & G Liquor Inc,"1648 BRUCKNER BLVD, BRONX, NY, 10473",Bronx,10473,0100-21-115844,Active,40.82335,-73.87382,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-23-126533,liquor,Liquor Store,Hb Wines & Liquors Inc,"1806 CEDAR AVE, BRONX, NY, 10453",Bronx,10453,0100-23-126533,Active,40.85253,-73.92035,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-22-116999,liquor,Liquor Store,Tipsy Llc,"584 MYRTLE AVE, BROOKLYN, NY, 11205",Brooklyn,11205,0100-22-116999,Active,40.69397,-73.9613,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-23-124898,liquor,Liquor Store,76 Liquors Ltd,"1473 1ST AVENUE, NEW YORK, NY, 10021",Manhattan,10021,0100-23-124898,Active,40.77086,-73.95375,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-21-114158,liquor,Liquor Store,Emily Winery Llc,"40-11 JUNCTION BLVD, CORONA, NY, 11368",Queens,11368,0100-21-114158,Active,40.74877,-73.86916,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-25-102311,liquor,Liquor Store,Westchester Wine & Liquor Inc,"2399 WESTCHESTER AVE, BRONX, NY, 10461",Bronx,10461,0100-25-102311,Active,40.83704,-73.84642,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-23-159727,liquor,Liquor Store,Winegeist Llc,"345 ATLANTIC AVE, BROOKLYN, NY, 11201",Brooklyn,11201,0100-23-159727,Active,40.68778,-73.98703,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-23-126466,liquor,Liquor Store,A M P Winery Inc,"107 02 A 71ST AVE, FOREST HILLS, NY, 11375",Queens,11375,0100-23-126466,Active,40.71634,-73.8472,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-21-116030,liquor,Liquor Store,C & C Ny Trading Inc,"15 13 COLLEGE POINT BLVD, COLLEGE POINT, NY, 11356",Queens,11356,0100-21-116030,Active,40.78644,-73.84572,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-22-115770,liquor,Liquor Store,Sen Roosevelt Avenue Liquors Inc,"111-11 ROOSEVELT AVE, CORONA, NY, 11368",Queens,11368,0100-22-115770,Active,40.75171,-73.85545,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-22-115836,liquor,Liquor Store,Linet Liquor Llc,"184 LEXINGTON AVE, NEW YORK, NY, 10016",Manhattan,10016,0100-22-115836,Active,40.74478,-73.9809,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-22-117221,liquor,Liquor Store,Bedford N4 Wine Inc,"237 BEDFORD AVE, BROOKLYN, NY, 11211",Brooklyn,11211,0100-22-117221,Active,40.71599,-73.9597,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-23-125812,liquor,Liquor Store,Bold Wine And Liquor Inc,"47-16 BROADWAY, ASTORIA, NY, 11103",Queens,11103,0100-23-125812,Active,40.75609,-73.91287,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-23-126170,liquor,Liquor Store,Forever Thirsty Inc,"138-44 101ST AVE, JAMAICA, NY, 11435",Queens,11435,0100-23-126170,Active,40.69471,-73.80927,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-23-125219,liquor,Liquor Store,336 Liquor Store Inc,"153 EAST 57TH STREET, NEW YORK, NY, 10022",Manhattan,10022,0100-23-125219,Active,40.76052,-73.96808,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-21-116071,liquor,Liquor Store,Sooni Spirits Inc,"1387 HYLAN BLVD, STATEN ISLAND, NY, 10305",Staten Island,10305,0100-21-116071,Active,40.5947,-74.0864,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-23-123663,liquor,Liquor Store,Burnside Wines & Liquors Corp,"189 W BURNSIDE AVE STORE 1, BRONX, NY, 10453",Bronx,10453,0100-23-123663,Active,40.85416,-73.91532,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-23-126654,liquor,Liquor Store,Genesis Liquor Store Corp,"896A LAFAYETTE AVE -STORE #1, BROOKLYN, NY, 11221",Brooklyn,11221,0100-23-126654,Active,40.68673,-73.97888,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-23-123554,liquor,Liquor Store,210-14 Murdock Liquors Inc,"210-14 MURDOCK AVE, CAMBRIA HEIGHTS, NY, 11411",Queens,11411,0100-23-123554,Active,40.70264,-73.7445,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-22-117302,liquor,Liquor Store,Pure Wine Nyc Llc,"86 E 10TH ST, NEW YORK, NY, 10003",Manhattan,10003,0100-22-117302,Active,40.73102,-73.98975,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-22-116811,liquor,Liquor Store,L & L Wines & Liquor Inc,"165 78 BAISLEY BLVD, JAMAICA, NY, 11434",Queens,11434,0100-22-116811,Active,40.67202,-73.78586,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-22-116871,liquor,Liquor Store,Why Nose Llc,"69 CENTRAL AVE, BROOKLYN, NY, 11206",Brooklyn,11206,0100-22-116871,Active,40.70101,-73.93035,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-23-126742,liquor,Liquor Store,693 Allerton Ave Liquors Inc,"689 691 ALLERTON AVENUE, BRONX, NY, 10467",Bronx,10467,0100-23-126742,Active,40.86545,-73.86767,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-25-108771,liquor,Liquor Store,Ag Liquor And Wine Inc,"232-16 Merrick Blvd, Laurelton, NY, 11413",Queens,11413,0100-25-108771,Active,40.67497,-73.73719,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-23-124379,liquor,Liquor Store,Il Vino Torchio Inc,"80 4TH AVE, BROOKLYN, NY, 11217",Brooklyn,11217,0100-23-124379,Active,40.68213,-73.97995,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-22-116119,liquor,Liquor Store,Lin Wine & Liquors Inc,"118-04 JAMAICA AVE, RICHMOND HILL, NY, 11418",Queens,11418,0100-22-116119,Active,40.69983,-73.8316,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-23-124876,liquor,Liquor Store,G & I Wine & Spirits Inc,"48 WILLOUGHBY ST, BROOKLYN, NY, 11201",Brooklyn,11201,0100-23-124876,Active,40.69222,-73.98691,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-22-115652,liquor,Liquor Store,100 St Wine And Liquor Ny Inc,"2648 BROADWAY, NEW YORK, NY, 10025",Manhattan,10025,0100-22-115652,Active,40.79756,-73.96955,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-23-124803,liquor,Liquor Store,Yong Jiu Inc,"2799 86TH ST, BROOKLYN, NY, 11223",Brooklyn,11223,0100-23-124803,Active,40.59312,-73.97924,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-25-124996,liquor,Liquor Store,Wine & Spirits Of Marlboro Llc,"2317 Stillwell Ave # 19, Brooklyn, NY, 11223",Brooklyn,11223,0100-25-124996,Active,40.5909,-73.98383,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-22-115746,liquor,Liquor Store,741 Van Duzer St Llc,"9717 KINGS HWY, BROOKLYN, NY, 11212",Brooklyn,11212,0100-22-115746,Active,40.66172,-73.91977,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-25-125312,liquor,Liquor Store,Junction Wines And Liquors Inc,"41-22 Junction Blvd, Corona, NY, 11368",Queens,11368,0100-25-125312,Active,40.74687,-73.86838,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-21-113942,liquor,Liquor Store,Kings County Wines Inc.,"1420 CORTELYOU RD, BROOKLYN, NY, 11226",Brooklyn,11226,0100-21-113942,Active,40.64112,-73.96462,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-21-114668,liquor,Liquor Store,Swati Liquor Enterprises Inc,"81-11A LEFFERTS BLVD, KEW GARDENS, NY, 11415",Queens,11415,0100-21-114668,Active,40.70903,-73.83018,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-23-127015,liquor,Liquor Store,Stop & Shop Liquors Inc,"6622 AVENUE U, BROOKLYN, NY, 11234",Brooklyn,11234,0100-23-127015,Active,40.61714,-73.90982,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-21-114120,liquor,Liquor Store,Zhangs Liquor And Wine Corp,"93-08 LIBERTY AVE, OZONE PARK, NY, 11417",Queens,11417,0100-21-114120,Active,40.68024,-73.84542,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-24-133470,liquor,Liquor Store,Jassi Wine & Liquor One Inc,"2001 Bath Ave, Brooklyn, NY, 11214",Brooklyn,11214,0100-24-133470,Active,40.60125,-74.00125,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-26-137866,liquor,Liquor Store,1790 Wine & Liquor Inc,"1790 Ocean Ave, Brooklyn, NY, 11230",Brooklyn,11230,0100-26-137866,Active,40.61825,-73.95497,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-24-122733,liquor,Liquor Store,Queens United Wine & Liquor Inc.,"63-14 Queens Blvd, Woodside, NY, 11377",Queens,11377,0100-24-122733,Active,40.74104,-73.90209,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-25-116995,liquor,Liquor Store,Cakesheva Corp,"23 Lenox Ave, New York, NY, 10026",Manhattan,10026,0100-25-116995,Active,40.79903,-73.95197,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-21-114585,liquor,Liquor Store,Jfk Liquor Ny Inc,"131 09 HILLSIDE AVENUE, RICHMOND HILL, NY, 11418",Queens,11418,0100-21-114585,Active,40.70376,-73.82128,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-22-118355,liquor,Liquor Store,Lem'S Wines & Liquors Inc,"345A E 98TH STREET, BROOKLYN, NY, 11212",Brooklyn,11212,0100-22-118355,Active,40.65959,-73.91689,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-24-114633,liquor,Liquor Store,Carlo Capital Ii Llc,"52-46 69TH ST, MASPETH, NY, 11378",Queens,11378,0100-24-114633,Active,40.73229,-73.89586,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-23-126714,liquor,Liquor Store,Wino (T) Inc,"796 FRANKLIN AVENUE, BROOKLYN, NY, 11238",Brooklyn,11238,0100-23-126714,Active,40.6712,-73.95777,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-21-114467,liquor,Liquor Store,M & A Liquors & Wine Inc,"1109 BRIGHTON BEACH AVENUE, BROOKLYN, NY, 11235",Brooklyn,11235,0100-21-114467,Active,40.57793,-73.95662,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-24-127297,liquor,Liquor Store,We Liquors Inc,"308A Ralph Ave, Brooklyn, NY, 11233",Brooklyn,11233,0100-24-127297,Active,40.67859,-73.92168,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-24-116070,liquor,Liquor Store,Woodycrest Wine & Liquor Inc,"59 W 167th St, Bronx, NY, 10452",Bronx,10452,0100-24-116070,Active,40.83621,-73.92488,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-22-116530,liquor,Liquor Store,Steinway Wines & Liquors Inc,"30-95 STEINWAY ST, ASTORIA, NY, 11103",Queens,11103,0100-22-116530,Active,40.76156,-73.9169,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-23-123795,liquor,Liquor Store,Bushwick Liquors Inc,"459 BUSHWICK AVE, BROOKLYN, NY, 11206",Brooklyn,11206,0100-23-123795,Active,40.70167,-73.93688,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-23-124211,liquor,Liquor Store,3548 Liquors Inc,"3548 WHITE PLAINS RD, BRONX, NY, 10467",Bronx,10467,0100-23-124211,Active,40.87831,-73.86564,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-21-113610,liquor,Liquor Store,S & C Clarkson Liquor Inc,"820 CLARKSON AVE, BROOKLYN, NY, 11203",Brooklyn,11203,0100-21-113610,Active,40.65656,-73.9314,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-23-123915,liquor,Liquor Store,Lefferts Wine Group Llc,"188 PARKSIDE AVE, BROOKLYN, NY, 11226",Brooklyn,11226,0100-23-123915,Active,40.65513,-73.96126,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-22-116987,liquor,Liquor Store,Skm Holdings Llc,"185 GREENWICH ST, NEW YORK, NY, 10007",Manhattan,10007,0100-22-116987,Active,40.71091,-74.01087,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-21-115678,liquor,Liquor Store,Mira Wine & Liquor Inc,"812 FAIRVIEW AVENUE, RIDGEWOOD, NY, 11385",Queens,11385,0100-21-115678,Active,40.70441,-73.90192,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-23-124563,liquor,Liquor Store,J&K Middletown Wine & Liquor Inc,"3001 MIDDLETOWN RD, BRONX, NY, 10461",Bronx,10461,0100-23-124563,Active,40.84394,-73.83014,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-21-114519,liquor,Liquor Store,Manhattan Express Liquor Inc,"2025 1ST AVENUE, NEW YORK, NY, 10029",Manhattan,10029,0100-21-114519,Active,40.78861,-73.94081,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-26-139367,liquor,Liquor Store,Nyc Brand Co Inc.,"113 3rd Ave, New York, NY, 10003",Manhattan,10003,0100-26-139367,Active,40.73292,-73.98745,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-25-107159,liquor,Liquor Store,Cps Wine & Spirits Inc,"1691 Broadway, New York, NY, 10019",Manhattan,10019,0100-25-107159,Active,40.76347,-73.98278,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-21-114377,liquor,Liquor Store,Cheers Wine & Liquors Inc,"1173 BEDFORD AVE, BROOKLYN, NY, 11216",Brooklyn,11216,0100-21-114377,Active,40.68329,-73.9539,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-21-113857,liquor,Liquor Store,Azek Enterprises Inc,"97 24 63RD RD, REGO PARK, NY, 11374",Queens,11374,0100-21-113857,Active,40.73042,-73.86152,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-21-114154,liquor,Liquor Store,Dry Harbor Wine And Spirits Inc,"64-74 DRY HARBOR RD, MIDDLE VILLAGE, NY, 11379",Queens,11379,0100-21-114154,Active,40.71815,-73.87251,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-22-118157,liquor,Liquor Store,108 Liquor & Wine Inc,"64 32 108TH STREET, FOREST HILLS, NY, 11375",Queens,11375,0100-22-118157,Active,40.73617,-73.85127,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-23-126909,liquor,Liquor Store,Guo Rong Inc,"486 E 169TH ST, BRONX, NY, 10456",Bronx,10456,0100-23-126909,Active,40.8329,-73.90547,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-26-137453,liquor,Liquor Store,Liquor Legacy Inc.,"977 Victory Blvd, Staten Island, NY, 10301",Staten Island,10301,0100-26-137453,Active,40.62037,-74.09913,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-23-123935,liquor,Liquor Store,Soreiko Vinyards Corp,"387 389  BROADWAY, BROOKLYN, NY, 11211",Brooklyn,11211,0100-23-123935,Active,40.70718,-73.95432,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-22-117550,liquor,Liquor Store,Wong Sales Corp,"169 08 HILLSIDE AVE, JAMAICA, NY, 11432",Queens,11432,0100-22-117550,Active,40.71075,-73.79292,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-23-124200,liquor,Liquor Store,L&Y Liquors Inc,"4816 CHURCH AVE, BROOKLYN, NY, 11203",Brooklyn,11203,0100-23-124200,Active,40.65166,-73.93174,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-26-134383,liquor,Liquor Store,Chauhan Corp,"893 Manor Rd, Staten Island, NY, 10314",Staten Island,10314,0100-26-134383,Active,40.60506,-74.12082,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-23-125658,liquor,Liquor Store,Bob'S Discount Liquors Inc,"115-02 LEFFERTS BLVD, S OZONE PARK, NY, 11420",Queens,11420,0100-23-125658,Active,40.67685,-73.81954,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-22-116325,liquor,Liquor Store,Avenue V Discount Liquors Inc,"3021 AVENUE V, BROOKLYN, NY, 11229",Brooklyn,11229,0100-22-116325,Active,40.59871,-73.93756,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-23-124394,liquor,Liquor Store,Fratelli Briscola Llc,"494 HENRY ST, BROOKLYN, NY, 11231",Brooklyn,11231,0100-23-124394,Active,40.68441,-73.99927,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-22-117627,liquor,Liquor Store,Revaya Wine & Liquor Llc,"3006 AVENUE M, BROOKLYN, NY, 11210",Brooklyn,11210,0100-22-117627,Active,40.61962,-73.94524,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-21-113950,liquor,Liquor Store,Beijing Fine Wine And Liquor Inc,"41-29 MAIN ST, FLUSHING, NY, 11355",Queens,11355,0100-21-113950,Active,40.75737,-73.82908,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-23-124283,liquor,Liquor Store,H & Q Lin Inc,"626 COURTLANDT AVE, BRONX, NY, 10451",Bronx,10451,0100-23-124283,Active,40.81837,-73.91872,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-22-117695,liquor,Liquor Store,Rock Star Wine Inc,"260 BEACH 116TH ST, ROCKAWAY PARK, NY, 11694",Queens,11694,0100-22-117695,Active,40.58102,-73.83768,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-24-118286,liquor,Liquor Store,Sjp Spirits Llc,"1441 Webster Ave, BRONX, NY, 10456",Bronx,10456,0100-24-118286,Active,40.83737,-73.90673,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-23-125031,liquor,Liquor Store,Sun Hing Liquor Inc,"3511 AVE S, BROOKLYN, NY, 11234",Brooklyn,11234,0100-23-125031,Active,40.60947,-73.93174,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-23-125392,liquor,Liquor Store,Golden Rule Wine & Liquor Store Inc,"457 HUDSON STREET, NEW YORK, NY, 10014",Manhattan,10014,0100-23-125392,Active,40.73142,-74.00668,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-24-114918,liquor,Liquor Store,343 Myrtle Liquors Inc,"343 MYRTLE AVE, BROOKLYN, NY, 11205",Brooklyn,11205,0100-24-114918,Active,40.69323,-73.97254,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-23-126865,liquor,Liquor Store,72Nd And York Inc,"1334 YORK AVE, NEW YORK, NY, 10021",Manhattan,10021,0100-23-126865,Active,40.7665,-73.95401,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-22-116948,liquor,Liquor Store,88 Liberty Wine & Liquor Inc,"88-17 LIBERTY AVE, OZONE PARK, NY, 11417",Queens,11417,0100-22-116948,Active,40.67994,-73.84997,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-26-142193,liquor,Liquor Store,Winfield Wines And Liquors Inc,"558 3rd Ave, New York, NY, 10016",Manhattan,10016,0100-26-142193,Active,40.74752,-73.9768,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-22-117489,liquor,Liquor Store,Whiskey & Wine Of 69 Inc,"1321 2ND AVE, NEW YORK, NY, 10021",Manhattan,10021,0100-22-117489,Active,40.76719,-73.95953,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-25-106121,liquor,Liquor Store,3Mw Liquor Inc,"2152 Fulton St, Brooklyn, NY, 11233",Brooklyn,11233,0100-25-106121,Active,40.67829,-73.91091,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-21-113874,liquor,Liquor Store,Nyc 4029 Wine & Liquors Corp,"4029 LACONIA AVE, BRONX, NY, 10466",Bronx,10466,0100-21-113874,Active,40.88588,-73.84818,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-22-116926,liquor,Liquor Store,Clearview Spirits Inc,"795 6TH AVENUE, NEW YORK, NY, 10001",Manhattan,10001,0100-22-116926,Active,40.74549,-73.99093,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-22-117111,liquor,Liquor Store,Convive Partners Llc,"196 AVENUE A, NEW YORK, NY, 10009",Manhattan,10009,0100-22-117111,Active,40.72925,-73.9812,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-23-126438,liquor,Liquor Store,Raj'S Wine & Liquor Inc,"236-01 BRADDOCK AVE, BELLEROSE, NY, 11426",Queens,11426,0100-23-126438,Active,40.72744,-73.73143,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-21-115896,liquor,Liquor Store,Laj Wine & Liquor Inc,"218-46 HILLSIDE AVE, QUEENS VILLAGE, NY, 11427",Queens,11427,0100-21-115896,Active,40.72921,-73.7454,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-22-117146,liquor,Liquor Store,Forest Liquors House Inc,"66-22 FOREST AVE, RIDGEWOOD, NY, 11385",Queens,11385,0100-22-117146,Active,40.70695,-73.90313,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-23-125820,liquor,Liquor Store,One Star Liquors Inc,"134-16 ROCKAWAY BLVD, SOUTH OZONE PARK, NY, 11420",Queens,11420,0100-23-125820,Active,40.67456,-73.80385,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-23-123698,liquor,Liquor Store,St & Rv Inc,"38 GRAND ST, BROOKLYN, NY, 11249",Brooklyn,11249,0100-23-123698,Active,40.71609,-73.96576,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-21-114453,liquor,Liquor Store,Richies Wines & Liquors Inc,"812 GRAND ST, BROOKLYN, NY, 11211",Brooklyn,11211,0100-21-114453,Active,40.7119,-73.94097,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-22-115989,liquor,Liquor Store,Benely Wine & Spirits Inc,"1207 MYRTLE AVE, BROOKLYN, NY, 11221",Brooklyn,11221,0100-22-115989,Active,40.69737,-73.93175,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-22-117786,liquor,Liquor Store,J J Vineyard Wine & Spirits Inc,"38-12 28TH AVE, ASTORIA, NY, 11103",Queens,11103,0100-22-117786,Active,40.76564,-73.91405,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-21-114089,liquor,Liquor Store,Sayve Ltd,"135-37 LEFFERTS BLVD, S OZONE PARK, NY, 11420",Queens,11420,0100-21-114089,Active,40.66943,-73.82121,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-26-149233,liquor,Liquor Store,Jf Wine And Spirits Inc,"2447 Broadway, New York, NY, 10024",Manhattan,10024,0100-26-149233,Active,40.79104,-73.97452,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-21-115381,liquor,Liquor Store,Wine 36 Queens Blvd Inc,"35-11 QUEENS BLVD, LONG ISLAND CITY, NY, 11101",Queens,11101,0100-21-115381,Active,40.74454,-73.92915,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-23-126733,liquor,Liquor Store,Jean Luc'S Wines Llc,"600 WASHINGTON STREET, NEW YORK, NY, 10014",Manhattan,10014,0100-23-126733,Active,40.73061,-74.00903,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-22-117355,liquor,Liquor Store,House Of Vino Llc,"55 LIBERTY ST, NEW YORK, NY, 10005",Manhattan,10005,0100-22-117355,Active,40.70873,-74.00959,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-21-113819,liquor,Liquor Store,Infinity Wine & Liquors Inc,"40-28 NATIONAL ST, FLUSHING, NY, 11368",Queens,11368,0100-21-113819,Active,40.74902,-73.863,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0100-21-114928,liquor,Liquor Store,Emi Liquor Inc,"118 LINCOLN AVE, STATEN ISLAND, NY, 10306",Staten Island,10306,0100-21-114928,Active,40.57932,-74.10855,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
sla:0091-22-102728,liquor,Wine Store,Fanou Inc,"562 HALSEY ST, BROOKLYN, NY, 11233",Brooklyn,11233,0091-22-102728,Active,40.68387,-73.93177,NYS Liquor Authority,https://data.ny.gov/d/9s3h-dpkz
